Entity,FE_CODE,LongName,Frequency,Period,FE_Data_Group,Data_Type,Source,FE_Publication,FE_Publication_Date,Value
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-09-2012,04-09-2012,2.758858
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2013,Historical forecasts,Consensus,FocusEconomics,01-01-2013,21-12-2012,1.598768
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2013,Historical forecasts,Consensus,FocusEconomics,01-01-2013,21-12-2012,2.169026
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-01-2013,21-12-2012,2.601456
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-01-2013,21-12-2012,2.780933
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2013,Historical forecasts,Consensus,FocusEconomics,01-02-2013,05-02-2013,1.725998
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2013,Historical forecasts,Consensus,FocusEconomics,01-02-2013,05-02-2013,2.075441
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-02-2013,05-02-2013,2.61861
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-02-2013,05-02-2013,2.696856
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-07-2013,02-07-2013,2.470785
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-07-2013,02-07-2013,2.808417
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-07-2013,02-07-2013,2.795442
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-07-2013,02-07-2013,2.902478
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-07-2013,02-07-2013,2.958988
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-07-2013,02-07-2013,3.035445
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-08-2013,30-07-2013,2.435891
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-06-2012,05-06-2012,2.828748
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2012,Historical forecasts,Consensus,FocusEconomics,01-10-2012,02-10-2012,1.928859
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2013,Historical forecasts,Consensus,FocusEconomics,01-10-2012,02-10-2012,1.700397
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2013,Historical forecasts,Consensus,FocusEconomics,01-10-2012,02-10-2012,2.251152
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-10-2012,02-10-2012,2.525027
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-10-2012,02-10-2012,2.631474
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2013,Historical forecasts,Consensus,FocusEconomics,01-03-2013,05-03-2013,2.007235
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2013,Historical forecasts,Consensus,FocusEconomics,01-03-2013,05-03-2013,2.057018
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-03-2013,05-03-2013,2.654646
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-03-2013,05-03-2013,2.809592
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-03-2013,05-03-2013,2.664598
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-03-2013,05-03-2013,2.733642
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-03-2013,05-03-2013,2.848091
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-03-2013,05-03-2013,2.934252
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2013,Historical forecasts,Consensus,FocusEconomics,01-06-2013,04-06-2013,1.7489
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-06-2013,04-06-2013,2.420368
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-06-2013,04-06-2013,2.787267
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-06-2013,04-06-2013,2.768571
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-06-2013,04-06-2013,2.887299
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-06-2013,04-06-2013,2.948892
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-06-2013,04-06-2013,3.038656
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-10-2013,01-10-2013,2.680013
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-10-2013,01-10-2013,2.686183
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-10-2013,01-10-2013,2.933989
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-10-2013,01-10-2013,3.032777
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-10-2013,01-10-2013,2.945202
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-04-2014,01-04-2014,3.177251
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-04-2014,01-04-2014,3.154018
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-04-2014,01-04-2014,3.098271
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-04-2014,01-04-2014,2.788566
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-04-2014,01-04-2014,3.00945
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-04-2014,01-04-2014,2.942324
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-04-2014,01-04-2014,2.890464
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-07-2014,01-07-2014,3.134968
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-07-2014,01-07-2014,2.948866
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-07-2014,01-07-2014,3.036778
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-07-2014,01-07-2014,2.93196
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2012,Historical forecasts,Consensus,FocusEconomics,01-05-2012,30-04-2012,2.431565
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2012,Historical forecasts,Consensus,FocusEconomics,01-05-2012,30-04-2012,2.474313
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2013,Historical forecasts,Consensus,FocusEconomics,01-05-2012,30-04-2012,1.962005
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2013,Historical forecasts,Consensus,FocusEconomics,01-05-2012,30-04-2012,2.348064
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-05-2012,30-04-2012,2.665908
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-05-2012,30-04-2012,2.844102
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2012,Historical forecasts,Consensus,FocusEconomics,01-08-2012,31-07-2012,2.14634
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2012,Historical forecasts,Consensus,FocusEconomics,01-08-2012,31-07-2012,2.285509
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2013,Historical forecasts,Consensus,FocusEconomics,01-08-2012,31-07-2012,1.752861
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2013,Historical forecasts,Consensus,FocusEconomics,01-08-2012,31-07-2012,2.176602
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-08-2012,31-07-2012,2.598043
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-08-2012,31-07-2012,2.779222
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2013,Historical forecasts,Consensus,FocusEconomics,01-04-2013,09-04-2013,1.736832
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-04-2013,09-04-2013,2.512568
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-04-2013,09-04-2013,2.752755
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-04-2013,09-04-2013,2.708114
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-04-2013,09-04-2013,2.646743
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-04-2013,09-04-2013,2.921527
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-04-2013,09-04-2013,2.914994
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-12-2013,26-11-2013,2.013446
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-12-2013,26-11-2013,2.791118
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-12-2013,26-11-2013,2.949038
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-12-2013,26-11-2013,3.008435
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-12-2013,26-11-2013,2.961019
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-05-2014,29-04-2014,3.167507
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-05-2014,29-04-2014,3.097113
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-05-2014,29-04-2014,4.215013
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-05-2014,29-04-2014,2.854344
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-05-2014,29-04-2014,2.883651
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-05-2014,29-04-2014,2.938282
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-05-2014,29-04-2014,2.882766
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-10-2014,30-09-2014,2.98468
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-10-2014,30-09-2014,2.998513
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-10-2014,30-09-2014,2.919323
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-10-2014,30-09-2014,2.889296
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-10-2014,30-09-2014,2.867256
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-02-2015,03-02-2015,2.921358
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2012,Historical forecasts,Consensus,FocusEconomics,01-11-2012,30-10-2012,1.811337
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2013,Historical forecasts,Consensus,FocusEconomics,01-11-2012,30-10-2012,1.562756
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2013,Historical forecasts,Consensus,FocusEconomics,01-11-2012,30-10-2012,2.138734
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-11-2012,30-10-2012,2.593817
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-11-2012,30-10-2012,2.710758
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2012,Historical forecasts,Consensus,FocusEconomics,01-12-2012,27-11-2012,1.788665
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2013,Historical forecasts,Consensus,FocusEconomics,01-12-2012,27-11-2012,1.501878
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2013,Historical forecasts,Consensus,FocusEconomics,01-12-2012,27-11-2012,2.115302
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-12-2012,27-11-2012,2.586045
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-12-2012,27-11-2012,2.712081
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2013,Historical forecasts,Consensus,FocusEconomics,01-05-2013,07-05-2013,1.675731
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-05-2013,07-05-2013,2.412299
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-05-2013,07-05-2013,2.768326
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-05-2013,07-05-2013,2.740579
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-05-2013,07-05-2013,2.84013
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-05-2013,07-05-2013,2.930897
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-05-2013,07-05-2013,3.013608
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2013,Historical forecasts,Consensus,FocusEconomics,01-09-2013,03-09-2013,2.36536
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-09-2013,03-09-2013,2.686321
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-09-2013,03-09-2013,2.727161
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-09-2013,03-09-2013,2.974744
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-09-2013,03-09-2013,3.046169
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-09-2013,03-09-2013,2.965312
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-01-2014,20-12-2013,2.781733
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-01-2014,20-12-2013,2.912813
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-01-2014,20-12-2013,3.040311
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-01-2014,20-12-2013,3.006289
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-02-2014,04-02-2014,2.51521
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-02-2014,04-02-2014,2.900993
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-02-2014,04-02-2014,3.001526
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-02-2014,04-02-2014,3.01719
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-11-2014,28-10-2014,2.81963
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-11-2014,28-10-2014,2.856511
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-11-2014,28-10-2014,2.782633
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-11-2014,28-10-2014,2.752217
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-11-2014,28-10-2014,2.741502
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-12-2014,25-11-2014,2.76026
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-08-2013,30-07-2013,2.62906
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-08-2013,30-07-2013,2.571231
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-08-2013,30-07-2013,2.829671
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-08-2013,30-07-2013,2.947393
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-08-2013,30-07-2013,2.928967
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2013,Historical forecasts,Consensus,FocusEconomics,01-11-2013,29-10-2013,2.54293
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-11-2013,29-10-2013,2.741677
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-11-2013,29-10-2013,2.940293
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-11-2013,29-10-2013,3.017101
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-11-2013,29-10-2013,2.926626
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2014,Historical forecasts,Consensus,FocusEconomics,01-03-2014,04-03-2014,2.076038
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-03-2014,04-03-2014,2.950725
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-03-2014,04-03-2014,3.116349
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-03-2014,04-03-2014,3.061809
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-03-2014,04-03-2014,2.63607
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-03-2014,04-03-2014,2.825331
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-03-2014,04-03-2014,2.704388
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-03-2014,04-03-2014,2.740814
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2014,Historical forecasts,Consensus,FocusEconomics,01-06-2014,27-05-2014,3.509643
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-06-2014,27-05-2014,3.12638
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-06-2014,27-05-2014,3.011338
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-06-2014,27-05-2014,3.003197
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-06-2014,27-05-2014,2.878542
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-06-2014,27-05-2014,2.948749
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-06-2014,27-05-2014,2.919068
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-09-2014,02-09-2014,2.974793
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-09-2014,02-09-2014,3.021052
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-09-2014,02-09-2014,2.980243
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-09-2014,02-09-2014,2.880744
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-09-2014,02-09-2014,2.890107
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-09-2014,02-09-2014,2.892331
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-01-2015,23-12-2014,2.940148
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-01-2015,23-12-2014,2.884222
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-01-2015,23-12-2014,2.914271
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-01-2015,23-12-2014,2.866002
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-03-2015,03-03-2015,2.727747
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-03-2015,03-03-2015,2.940208
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-07-2014,01-07-2014,2.925875
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-07-2014,01-07-2014,2.936303
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2014,Historical forecasts,Consensus,FocusEconomics,01-08-2014,29-07-2014,3.060091
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2014,Historical forecasts,Consensus,FocusEconomics,01-08-2014,29-07-2014,3.041881
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-08-2014,29-07-2014,3.024933
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-08-2014,29-07-2014,2.921376
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-08-2014,29-07-2014,2.924267
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-08-2014,29-07-2014,2.939742
