Entity,FE_CODE,LongName,Frequency,Period,FE_Data_Group,Data_Type,Source,FE_Publication,FE_Publication_Date,Value
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-04-2015,31-03-2015,3.14575
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-04-2015,31-03-2015,2.98954
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-04-2015,31-03-2015,2.81018
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-04-2015,31-03-2015,2.648526
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-04-2015,31-03-2015,2.714217
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-04-2015,31-03-2015,2.752514
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-04-2015,31-03-2015,2.536866
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-07-2015,30-06-2015,3.177507
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-07-2015,30-06-2015,2.857209
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-07-2015,30-06-2015,2.493958
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-07-2015,30-06-2015,2.733057
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-07-2015,30-06-2015,2.754042
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-07-2015,30-06-2015,2.534078
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-09-2015,01-09-2015,2.766039
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-09-2015,01-09-2015,2.787306
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-09-2015,01-09-2015,2.555389
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-09-2015,01-09-2015,2.654284
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-09-2015,01-09-2015,2.680467
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-09-2015,01-09-2015,2.479251
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-10-2015,29-09-2015,2.7
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-10-2015,29-09-2015,2.5
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-10-2015,29-09-2015,2.6
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-10-2015,29-09-2015,2.7
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-10-2015,29-09-2015,2.5
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-04-2016,05-04-2016,2.377054
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-04-2016,05-04-2016,2.349808
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-04-2016,05-04-2016,2.387599
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-04-2016,05-04-2016,2.273788
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-04-2016,05-04-2016,2.40843
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-02-2015,03-02-2015,2.891307
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-02-2015,03-02-2015,2.918021
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-02-2015,03-02-2015,2.809589
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-02-2015,03-02-2015,2.685721
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-02-2015,03-02-2015,2.84692
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-02-2015,03-02-2015,2.804601
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-02-2015,03-02-2015,2.534388
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-06-2015,02-06-2015,2.7
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-06-2015,02-06-2015,3.1
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-06-2015,02-06-2015,2.8
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-06-2015,02-06-2015,2.7
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-06-2015,02-06-2015,2.7
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-06-2015,02-06-2015,2.7
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-06-2015,02-06-2015,2.6
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-12-2015,24-11-2015,2.647812
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-12-2015,24-11-2015,2.516383
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-12-2015,24-11-2015,2.598127
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-12-2015,24-11-2015,2.546321
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-12-2015,24-11-2015,2.478439
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-03-2016,01-03-2016,2.199941
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-03-2016,01-03-2016,2.502174
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-03-2016,01-03-2016,2.421544
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-03-2016,01-03-2016,2.455163
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-03-2016,01-03-2016,2.236727
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-03-2016,01-03-2016,2.46358
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-03-2016,01-03-2016,2.234334
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-03-2016,01-03-2016,2.212754
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-06-2016,31-05-2016,2.318222
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-06-2016,31-05-2016,2.403703
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-06-2016,31-05-2016,2.382699
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-06-2016,31-05-2016,2.106939
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-06-2016,31-05-2016,2.347003
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-06-2016,31-05-2016,2.17938
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-06-2016,31-05-2016,2.167701
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-11-2016,25-10-2016,2.18509618192097
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-11-2016,25-10-2016,1.92665703608676
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-11-2016,25-10-2016,2.1326067540232
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2015,Historical forecasts,Consensus,FocusEconomics,01-12-2014,25-11-2014,2.909786
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-12-2014,25-11-2014,2.854228
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-12-2014,25-11-2014,2.856142
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-12-2014,25-11-2014,2.800027
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2015,Historical forecasts,Consensus,FocusEconomics,01-05-2015,05-05-2015,3.008943
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-05-2015,05-05-2015,3.024118
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-05-2015,05-05-2015,2.785298
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-05-2015,05-05-2015,2.615477
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-05-2015,05-05-2015,2.632287
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-05-2015,05-05-2015,2.664435
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-05-2015,05-05-2015,2.498223
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-01-2016,22-12-2015,2.563567
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-01-2016,22-12-2015,2.619798
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-01-2016,22-12-2015,2.549101
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-01-2016,22-12-2015,2.475563
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-05-2016,03-05-2016,2.356277
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-05-2016,03-05-2016,2.283233
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-05-2016,03-05-2016,2.394705
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-05-2016,03-05-2016,2.177675
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-05-2016,03-05-2016,2.398549
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-05-2016,03-05-2016,2.154029
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-05-2016,03-05-2016,2.135209
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-09-2016,30-08-2016,2.48300922986354
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-09-2016,30-08-2016,2.21235888745085
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-09-2016,30-08-2016,1.88241832704119
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-09-2016,30-08-2016,2.20605825847212
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-09-2016,30-08-2016,2.07746243310126
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-09-2016,30-08-2016,2.09795818302236
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-10-2016,27-09-2016,2.21133816538754
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-10-2016,27-09-2016,1.98335507382952
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-10-2016,27-09-2016,2.21021052497416
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-10-2016,27-09-2016,2.03383678467466
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-10-2016,27-09-2016,1.99513068863905
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-02-2017,31-01-2017,2.05271998021286
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-02-2017,31-01-2017,2.23556699780289
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-02-2017,31-01-2017,2.38345700517192
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-02-2017,31-01-2017,2.42840804111843
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-03-2015,03-03-2015,2.871981
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-03-2015,03-03-2015,2.785312
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-03-2015,03-03-2015,2.574525
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-03-2015,03-03-2015,2.667795
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-03-2015,03-03-2015,2.693024
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-03-2015,03-03-2015,2.389979
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2015,Historical forecasts,Consensus,FocusEconomics,01-08-2015,28-07-2015,3.09192
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-08-2015,28-07-2015,2.785063
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-08-2015,28-07-2015,2.46059
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-08-2015,28-07-2015,2.707696
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-08-2015,28-07-2015,2.701821
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-08-2015,28-07-2015,2.479756
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2015,Historical forecasts,Consensus,FocusEconomics,01-11-2015,27-10-2015,2.7
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-11-2015,27-10-2015,2.6
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-11-2015,27-10-2015,2.6
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-11-2015,27-10-2015,2.5
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-11-2015,27-10-2015,2.4
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2016,Historical forecasts,Consensus,FocusEconomics,01-02-2016,02-02-2016,2.356846
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2016,Historical forecasts,Consensus,FocusEconomics,01-02-2016,02-02-2016,2.595219
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-02-2016,02-02-2016,2.536826
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-02-2016,02-02-2016,2.513296
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-08-2016,26-07-2016,2.127978
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-08-2016,26-07-2016,2.177697
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-08-2016,26-07-2016,1.970318
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-08-2016,26-07-2016,2.256605
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-08-2016,26-07-2016,2.179085
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-08-2016,26-07-2016,2.158859
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-01-2017,20-12-2016,2.02256473804045
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-01-2017,20-12-2016,2.1791132011515
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-01-2017,20-12-2016,2.30922473194926
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-01-2017,20-12-2016,2.32483155255366
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-04-2017,28-03-2017,2.43571660830148
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-04-2017,28-03-2017,2.51465411714122
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-04-2017,28-03-2017,2.51430856937042
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2018,Historical forecasts,Consensus,FocusEconomics,01-04-2017,28-03-2017,2.41250805442827
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2018,Historical forecasts,Consensus,FocusEconomics,01-04-2017,28-03-2017,2.28967895753996
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2018,Historical forecasts,Consensus,FocusEconomics,01-04-2017,28-03-2017,2.26552706800727
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-04-2016,05-04-2016,2.198974
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-04-2016,05-04-2016,2.176395
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2016,Historical forecasts,Consensus,FocusEconomics,01-07-2016,28-06-2016,2.284512
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-07-2016,28-06-2016,2.335292
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-07-2016,28-06-2016,2.016266
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-07-2016,28-06-2016,2.271667
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-07-2016,28-06-2016,2.148706
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-07-2016,28-06-2016,2.127701
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2016,Historical forecasts,Consensus,FocusEconomics,01-12-2016,22-11-2016,2.1173235016892
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-12-2016,22-11-2016,1.97477402951111
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-12-2016,22-11-2016,2.11471645558041
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-12-2016,22-11-2016,2.03663164343433
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-12-2016,22-11-2016,1.97180066021047
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2017,Historical forecasts,Consensus,FocusEconomics,01-03-2017,28-02-2017,2.16533690925291
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2017,Historical forecasts,Consensus,FocusEconomics,01-03-2017,28-02-2017,2.27362537462929
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-03-2017,28-02-2017,2.45855110766222
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-03-2017,28-02-2017,2.47185808273032
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2018,Historical forecasts,Consensus,FocusEconomics,01-03-2017,28-02-2017,2.30958177569338
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2018,Historical forecasts,Consensus,FocusEconomics,01-03-2017,28-02-2017,2.31346258747502
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2018,Historical forecasts,Consensus,FocusEconomics,01-03-2017,28-02-2017,2.20631331429572
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2018,Historical forecasts,Consensus,FocusEconomics,01-03-2017,28-02-2017,2.02284942733361
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2017,Historical forecasts,Consensus,FocusEconomics,01-08-2017,25-07-2017,2.34577426965757
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2017,Historical forecasts,Consensus,FocusEconomics,01-08-2017,25-07-2017,2.31700475771151
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2018,Historical forecasts,Consensus,FocusEconomics,01-08-2017,25-07-2017,2.09350614893224
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2018,Historical forecasts,Consensus,FocusEconomics,01-08-2017,25-07-2017,2.39643457143557
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2018,Historical forecasts,Consensus,FocusEconomics,01-08-2017,25-07-2017,2.30078645040099
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-12-2018,Historical forecasts,Consensus,FocusEconomics,01-08-2017,25-07-2017,2.24106901043503
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-03-2018,Historical forecasts,Consensus,FocusEconomics,01-02-2018,30-01-2018,2.2630879203841
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-06-2018,Historical forecasts,Consensus,FocusEconomics,01-02-2018,30-01-2018,2.6702087287549
United States,GDPSAAR,"Economic Growth (GDP, saar %)",Quarterly,01-09-2018,Historical forecasts,Consensus,FocusEconomics,01-02-2018,30-01-2018,2.56690346912121
